,tissue_ontology_term_id,organism_ontology_term_id,tissue_original_ontology_term_id,dataset_id,disease_ontology_term_id,self_reported_ethnicity_ontology_term_id,sex_ontology_term_id,publication_citation,gene_ontology_term_id,cell_type_ontology_term_id,n_cells_cell_type,n_cells_tissue,n,me,pc,tpc,tissue_name,organism_name,gene_name,cell_type_name,disease_name,self_reported_ethnicity_name,sex_name,tissue_original_name
175,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000235,27,290857,3,1.988250732421875,0.1111111111111111,1.0314346912744064e-05,nose,Homo sapiens,,macrophage,chronic rhinitis,,female,nose
176,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000313,753,290857,93,1.9634430587932628,0.12350597609561753,0.000319744754295066,nose,Homo sapiens,,serous secreting cell,chronic rhinitis,,female,nose
177,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000319,513,290857,122,1.9772086221663678,0.2378167641325536,0.0004194501077849252,nose,Homo sapiens,,mucus secreting cell,chronic rhinitis,,female,nose
178,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000451,194,290857,8,1.9752662181854248,0.041237113402061855,2.7504925100650835e-05,nose,Homo sapiens,,dendritic cell,chronic rhinitis,,female,nose
179,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000542,1344,290857,72,1.8755249447292752,0.05357142857142857,0.0002475443259058575,nose,Homo sapiens,,lymphocyte,chronic rhinitis,,female,nose
180,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000622,33,290857,19,1.7566227160002057,0.5757575757575758,6.532419711404573e-05,nose,Homo sapiens,,acinar cell,chronic rhinitis,,female,nose
181,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000623,10,290857,1,2.3640480041503906,0.1,3.4381156375813543e-06,nose,Homo sapiens,,natural killer cell,chronic rhinitis,,female,nose
182,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000624,38,290857,1,1.601801872253418,0.02631578947368421,3.4381156375813543e-06,nose,Homo sapiens,,"CD4-positive, alpha-beta T cell",chronic rhinitis,,female,nose
183,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000625,81,290857,6,2.2306817372639975,0.07407407407407407,2.0628693825488128e-05,nose,Homo sapiens,,"CD8-positive, alpha-beta T cell",chronic rhinitis,,female,nose
184,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000738,1670,290857,89,1.894523877776071,0.053293413173652694,0.00030599229174474056,nose,Homo sapiens,,leukocyte,chronic rhinitis,,female,nose
185,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000766,323,290857,16,1.9918289184570312,0.04953560371517028,5.500985020130167e-05,nose,Homo sapiens,,myeloid leukocyte,chronic rhinitis,,female,nose
186,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000784,3,290857,1,1.7055668830871582,0.3333333333333333,3.4381156375813543e-06,nose,Homo sapiens,,plasmacytoid dendritic cell,chronic rhinitis,,female,nose
187,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000786,1215,290857,64,1.8388726711273193,0.05267489711934156,0.00022003940080520668,nose,Homo sapiens,,plasma cell,chronic rhinitis,,female,nose
188,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000791,119,290857,7,2.1408417565482005,0.058823529411764705,2.406680946306948e-05,nose,Homo sapiens,,mature alpha-beta T cell,chronic rhinitis,,female,nose
189,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000842,1538,290857,80,1.8854990005493164,0.05201560468140442,0.00027504925100650836,nose,Homo sapiens,,mononuclear cell,chronic rhinitis,,female,nose
190,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0000861,3,290857,1,1.6226885318756104,0.3333333333333333,3.4381156375813543e-06,nose,Homo sapiens,,elicited macrophage,chronic rhinitis,,female,nose
191,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002075,5,290857,1,2.2550809383392334,0.2,3.4381156375813543e-06,nose,Homo sapiens,,brush cell of trachebronchial tree,chronic rhinitis,,female,nose
192,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002145,351,290857,42,1.9345659528459822,0.11965811965811966,0.0001444008567784169,nose,Homo sapiens,,ciliated columnar cell of tracheobronchial tree,chronic rhinitis,,female,nose
193,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002241,38,290857,18,2.8175430297851562,0.47368421052631576,6.188608147646438e-05,nose,Homo sapiens,,pulmonary interstitial fibroblast,chronic rhinitis,,female,nose
194,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002368,3963,290857,1174,2.0930647841913332,0.29624022205399947,0.00403634775852051,nose,Homo sapiens,,respiratory epithelial cell,chronic rhinitis,,female,nose
195,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002370,404,290857,98,2.0032387558294804,0.24257425742574257,0.00033693533248297275,nose,Homo sapiens,,respiratory goblet cell,chronic rhinitis,,female,nose
196,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002399,191,290857,7,2.01379462650844,0.03664921465968586,2.406680946306948e-05,nose,Homo sapiens,,CD1c-positive myeloid dendritic cell,chronic rhinitis,,female,nose
197,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002480,402,290857,96,2.007404009501139,0.23880597014925373,0.00033005910120781004,nose,Homo sapiens,,nasal mucosa goblet cell,chronic rhinitis,,female,nose
198,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002543,311,290857,143,2.3194509652944713,0.45980707395498394,0.0004916505361741337,nose,Homo sapiens,,vein endothelial cell,chronic rhinitis,,female,nose
199,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002553,138,290857,71,2.574551649496589,0.5144927536231884,0.00024410621026827616,nose,Homo sapiens,,fibroblast of lung,chronic rhinitis,,female,nose
200,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002632,953,290857,223,2.0135295508688342,0.23399790136411333,0.000766699787180642,nose,Homo sapiens,,epithelial cell of lower respiratory tract,chronic rhinitis,,female,nose
201,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0002633,3006,290857,950,2.1121272358141447,0.31603459747172324,0.0032662098557022868,nose,Homo sapiens,,respiratory basal cell,chronic rhinitis,,female,nose
202,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0005006,38,290857,2,1.758641242980957,0.05263157894736842,6.876231275162709e-06,nose,Homo sapiens,,ionocyte,chronic rhinitis,,female,nose
203,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0005012,375,290857,43,1.927892995435138,0.11466666666666667,0.00014783897241599825,nose,Homo sapiens,,multi-ciliated epithelial cell,chronic rhinitis,,female,nose
204,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0011115,3601,290857,1128,2.099667163605386,0.31324632046653705,0.0038781944391917678,nose,Homo sapiens,,precursor cell,chronic rhinitis,,female,nose
205,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0019001,89,290857,16,1.9852619171142578,0.1797752808988764,5.500985020130167e-05,nose,Homo sapiens,,tracheobronchial serous cell,chronic rhinitis,,female,nose
206,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:0019019,39,290857,12,2.087151368459066,0.3076923076923077,4.1257387650976255e-05,nose,Homo sapiens,,tracheobronchial smooth muscle cell,chronic rhinitis,,female,nose
207,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:1000312,2,290857,2,1.803309679031372,1.0,6.876231275162709e-06,nose,Homo sapiens,,bronchial goblet cell,chronic rhinitis,,female,nose
208,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:1001568,24,290857,16,2.626267433166504,0.6666666666666666,5.500985020130167e-05,nose,Homo sapiens,,pulmonary artery endothelial cell,chronic rhinitis,,female,nose
209,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:1001603,24,290857,2,2.1710317134857178,0.08333333333333333,6.876231275162709e-06,nose,Homo sapiens,,lung macrophage,chronic rhinitis,,female,nose
210,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:2000093,100,290857,53,2.4920262750589623,0.53,0.0001822201287918118,nose,Homo sapiens,,bronchus fibroblast of lung,chronic rhinitis,,female,nose
211,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:4028004,6,290857,2,2.648912191390991,0.3333333333333333,6.876231275162709e-06,nose,Homo sapiens,,alveolar type 1 fibroblast cell,chronic rhinitis,,female,nose
212,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:4028006,32,290857,16,2.8386218547821045,0.5,5.500985020130167e-05,nose,Homo sapiens,,alveolar type 2 fibroblast cell,chronic rhinitis,,female,nose
213,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000000971,CL:4030023,4,290857,1,1.720093846321106,0.25,3.4381156375813543e-06,nose,Homo sapiens,,respiratory hillock cell,chronic rhinitis,,female,nose
214,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000003,12677,290857,880,1.9260252519087357,0.06941705450816439,0.0030255417610715917,nose,Homo sapiens,,native cell,chronic rhinitis,,female,nose
215,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000066,4786,290857,258,1.9169629710589269,0.053907229419139155,0.0008870338344959894,nose,Homo sapiens,,epithelial cell,chronic rhinitis,,female,nose
216,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000071,335,290857,27,1.8045723526566118,0.08059701492537313,9.282912221469656e-05,nose,Homo sapiens,,blood vessel endothelial cell,chronic rhinitis,,female,nose
217,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000097,105,290857,6,2.2379608154296875,0.05714285714285714,2.0628693825488128e-05,nose,Homo sapiens,,mast cell,chronic rhinitis,,female,nose
218,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000145,221,290857,22,1.9594955444335938,0.09954751131221719,7.56385440267898e-05,nose,Homo sapiens,,professional antigen presenting cell,chronic rhinitis,,female,nose
219,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000150,437,290857,43,1.9384701750999274,0.09839816933638444,0.00014783897241599825,nose,Homo sapiens,,glandular epithelial cell,chronic rhinitis,,female,nose
220,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000151,1999,290857,138,1.8918868355129077,0.06903451725862932,0.0004744599579862269,nose,Homo sapiens,,secretory cell,chronic rhinitis,,female,nose
221,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000158,595,290857,44,1.9198937849564985,0.07394957983193277,0.0001512770880535796,nose,Homo sapiens,,club cell,chronic rhinitis,,female,nose
222,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000235,27,290857,3,2.0526672999064126,0.1111111111111111,1.0314346912744064e-05,nose,Homo sapiens,,macrophage,chronic rhinitis,,female,nose
223,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000313,753,290857,34,1.7547379662008846,0.0451527224435591,0.00011689593167776605,nose,Homo sapiens,,serous secreting cell,chronic rhinitis,,female,nose
224,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000319,513,290857,52,1.9192572373610277,0.10136452241715399,0.00017878201315423044,nose,Homo sapiens,,mucus secreting cell,chronic rhinitis,,female,nose
225,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000542,1344,290857,172,1.8639372005019077,0.12797619047619047,0.000591355889663993,nose,Homo sapiens,,lymphocyte,chronic rhinitis,,female,nose
226,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000622,33,290857,2,1.8574095964431763,0.06060606060606061,6.876231275162709e-06,nose,Homo sapiens,,acinar cell,chronic rhinitis,,female,nose
227,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000623,10,290857,1,2.584367513656616,0.1,3.4381156375813543e-06,nose,Homo sapiens,,natural killer cell,chronic rhinitis,,female,nose
228,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000624,38,290857,1,1.686659812927246,0.02631578947368421,3.4381156375813543e-06,nose,Homo sapiens,,"CD4-positive, alpha-beta T cell",chronic rhinitis,,female,nose
229,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000625,81,290857,4,2.440420150756836,0.04938271604938271,1.3752462550325417e-05,nose,Homo sapiens,,"CD8-positive, alpha-beta T cell",chronic rhinitis,,female,nose
230,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000738,1709,290857,205,1.8866036764005336,0.11995318899941486,0.0007048137057041777,nose,Homo sapiens,,leukocyte,chronic rhinitis,,female,nose
231,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000766,362,290857,32,2.0238137245178223,0.08839779005524862,0.00011001970040260334,nose,Homo sapiens,,myeloid leukocyte,chronic rhinitis,,female,nose
232,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000786,1215,290857,166,1.8467739978468563,0.13662551440329218,0.0005707271958385048,nose,Homo sapiens,,plasma cell,chronic rhinitis,,female,nose
233,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000791,119,290857,5,2.289668083190918,0.04201680672268908,1.7190578187906772e-05,nose,Homo sapiens,,mature alpha-beta T cell,chronic rhinitis,,female,nose
234,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000842,1577,290857,196,1.8733061187121334,0.12428662016487001,0.0006738706649659455,nose,Homo sapiens,,mononuclear cell,chronic rhinitis,,female,nose
235,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000860,39,290857,5,1.9239793777465821,0.1282051282051282,1.7190578187906772e-05,nose,Homo sapiens,,classical monocyte,chronic rhinitis,,female,nose
236,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000861,3,290857,1,1.6226885318756104,0.3333333333333333,3.4381156375813543e-06,nose,Homo sapiens,,elicited macrophage,chronic rhinitis,,female,nose
237,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0000990,194,290857,19,1.9447840640419407,0.0979381443298969,6.532419711404573e-05,nose,Homo sapiens,,conventional dendritic cell,chronic rhinitis,,female,nose
238,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002145,351,290857,26,1.8801337022047777,0.07407407407407407,8.939100657711522e-05,nose,Homo sapiens,,ciliated columnar cell of tracheobronchial tree,chronic rhinitis,,female,nose
239,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002368,3954,290857,185,1.9315512167440878,0.04678806272129489,0.0006360513929525506,nose,Homo sapiens,,respiratory epithelial cell,chronic rhinitis,,female,nose
240,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002370,404,290857,41,1.9424243089629383,0.10148514851485149,0.00014096274114083553,nose,Homo sapiens,,respiratory goblet cell,chronic rhinitis,,female,nose
241,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002399,191,290857,18,1.9753540886773004,0.09424083769633508,6.188608147646438e-05,nose,Homo sapiens,,CD1c-positive myeloid dendritic cell,chronic rhinitis,,female,nose
242,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002480,402,290857,40,1.9514537811279298,0.09950248756218906,0.00013752462550325418,nose,Homo sapiens,,nasal mucosa goblet cell,chronic rhinitis,,female,nose
243,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002543,311,290857,25,1.7607736206054687,0.08038585209003216,8.595289093953387e-05,nose,Homo sapiens,,vein endothelial cell,chronic rhinitis,,female,nose
244,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002553,132,290857,11,1.9994518973610618,0.08333333333333333,3.78192720133949e-05,nose,Homo sapiens,,fibroblast of lung,chronic rhinitis,,female,nose
245,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002632,948,290857,71,1.9005640594052597,0.07489451476793249,0.00024410621026827616,nose,Homo sapiens,,epithelial cell of lower respiratory tract,chronic rhinitis,,female,nose
246,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0002633,3006,290857,114,1.9508503696374726,0.03792415169660679,0.0003919451826842744,nose,Homo sapiens,,respiratory basal cell,chronic rhinitis,,female,nose
247,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0005006,38,290857,1,1.8364558219909668,0.02631578947368421,3.4381156375813543e-06,nose,Homo sapiens,,ionocyte,chronic rhinitis,,female,nose
248,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0005012,375,290857,29,1.8548291962722252,0.07733333333333334,9.970535348985927e-05,nose,Homo sapiens,,multi-ciliated epithelial cell,chronic rhinitis,,female,nose
249,UBERON:0000004,NCBITaxon:9606,UBERON:0000004,9f222629-9e39-47d0-b83f-e08d610c7479,MONDO:0004514,unknown,PATO:0000383,Sikkema et al. Nat Med 2023,ENSG00000001036,CL:0011026,634,290857,49,1.9203106627172353,0.07728706624605679,0.00016846766624148638,nose,Homo sapiens,,progenitor cell,chronic rhinitis,,female,nose
